,0,1,2,3,4,5,6,7
31868,02:00,5/20/02,Fort Lewis,WA,Diamond,45 seconds,"the date is not too accurate, it was early 2002 to late 2001. i was an infantry soldier in a giant wargame. i was pulling security ea",9/2/05
31869,18:27,2/28/02,New Berlin,WI,Triangle,1-2mins,"((NUFORC Note: Date is invalid. PD))Triangle shaped object, 3 while lights, one red in the middle following us in the car.",9/2/05
31870,23:00,1/15/02,Chillicothe,OH,Unknown,one hour,lights was dashing around in the sky very fast,9/2/05
31871,19:45,11/23/01,Littleton,CO,Triangle,5 mins,"Black Triangle near downtown Littleton,CO",9/2/05
31872,21:00,11/22/01,Supply,VA,Flash,10 SECS,MY HUSBAND AND I WERE ON THE WAY HOME FOR THANKSGIVING DINNER WHEN WE BOH SAW A BIG BLUE FLASH ABOVE THE TREE LINE. IT DIPPED AND WENT,9/2/05
31873,23:00,10/25/01,Hamilton (UK/Scotland),,Cigar,2 mins.,"hovering lights,silent, making cloud",9/2/05
31874,01:30,10/12/01,Miami (Kendall),FL,Circle,15-20 min,"On Oct.12,2001 at 1:30am, I witnessed a dark disk over my neighborhood in Miami,Fl.",9/2/05
31875,22:00,9/30/01,Ottawa (Canada),ON,Circle,2-5 minutes,"Bright light and pinwheel pattern appears in the sky,",9/2/05
31876,22:00,9/12/01,Forest City,NC,Unknown,20-30 seconds,"September 12th 2001--strange, fast, craft flying and hovering when all planes supposed to be grounded",9/2/05
31877,03:00,8/20/01,Dean,TX,Light,5 min,the object ziged and zaged out of sight into space,9/2/05
31878,03:00,8/13/01,Digby/Cornwallis Base (Canada),NS,Light,10 min,RED LIGHT SEEN TRAVELING OVER WATER IN ANNAPOLIS BASIN.,9/2/05
31879,21:00,7/7/01,Haubstadt,IN,Circle,3 Minutes,Bright glowing red light came over the trees to our backyard. Seemed to be the size of a football field. Our yard is about 2 1/2 acres.,9/2/05
31880,21:00,6/10/01,Hatteras Island,NC,Disk,3 Minutes,"On the beach of Hatteras Island in 2001, a 30 foot disk-shaped object hovered above 2 of us for about 3 minutes.",9/2/05
31881,00:00,5/10/01,Bear Creek,AL,Fireball,10 min,It was intelligent,9/2/05
31882,12:00,4/20/01,Moses Lake,WA,Triangle,10 minutes,"I wasn't a believer... but obviously the gov't hides this stuff with a bunch of media, otherwise: public panic!",9/2/05
31883,11:00,4/15/01,Dalaman (Turkey),,Light,3 seconds,a bright light source moving towards car,9/2/05
31884,18:00,2/1/01,Bowling Green,KY,Diamond,10 Minutes,"I am responding to your recent new web posting of a ""bizarre object"" sighting by the Aerospace Engineer on Wednesday afternoon of July",9/2/05
31885,00:00,1/1/01,Flagstaff,AZ,Unknown,6 hours,UFO Seen Manuevering in Impossible Ways with No Apparent Reason,9/2/05
31886,19:00,11/20/00,Seagoville,TX,Triangle,3 - 5 minutes,"Triangle 3 slowly pulsating large soium colored lights, with small 7 running lights, vehicle moved extremely slow, with no sound",9/2/05
31887,21:00,11/11/00,Charleston,IL,Light,45 seconds,"pin point of light hovering, then speeding off and just disapearing.",9/2/05
31888,20:40,7/4/00,St. Louis,MO,Fireball,5-10 minuts,looked like fireballs size of a bead compared to moon diffrent colored trails (according to individual balls) slowly moving trails were,9/2/05
31889,22:00,6/7/00,Deltona,FL,Unknown,5 min,Space craft in earth orbit,9/2/05
31890,21:00,1/10/00,Conroe,TX,Light,more than 30 min,"three lights in triangl form moved in "" L "" shape patern.....seemed to be one object....",9/2/05
31891,00:00,10/26/99,San Jose,CA,Changing,???,It was Midnight when i saw them i was out side for some air after a party for my B-day and i looked up and saw 3 UFOs and wondered what,9/2/05
31892,22:50,9/15/99,Santa Ana,CA,Triangle,twenty seconds,"Five dark triangles in a ""V"" formation",9/2/05
31893,22:00,9/15/99,Plantation,FL,Triangle,30 seconds,"We saw the stealth bomber fly over our house at night near Ft. Lauderdale, FL in the late 1990's",9/2/05
31894,01:00,9/1/99,Santa Cruz,CA,Unknown,1 minute,"looked like a shooting star, but stars don't move that way.",9/2/05
31895,02:30,8/10/99,UK/Wales,,Triangle,4mins,"CRAFT ABOUT 20 FEET LONG 15 FEET WIDE AT REAR THREE LIGHTS AT NOSE(RED,BLUE AND YELLOW)CLIFF TOP AT DUNRAVEN BEACH SOUTHERNDOWN S.WALES",9/2/05
31896,22:30,8/1/99,West Kennebunk,ME,Sphere,3 min.,witnessed a small unidentifiable object up close ( 25 yards),9/2/05
31897,19:00,7/24/99,South Shields (UK/England),,Fireball,5-10 minutes,Unnoticed fireball travelling towards ground then dissapears behind building never to be seen or mentioned,9/2/05
31898,16:00,7/19/99,Leeds (UK/England),,Disk,3-4hours,When I was 9 I saw a UFO in the sky in 1 place for a few hours,9/2/05
31899,01:30,7/12/99,Canterbury,NH,Circle,2.00 min.,"LARGE ORANGE REDDISH BALL MOVEING SLOWLY THE HILLS, VERY EARLY IN THE MORNING.",9/2/05
31900,22:00,6/9/99,Everett,WA,Disk,25 minutes or so,Craft with multicolored lights drifted above us.,9/2/05
31901,16:00,6/1/99,Marlborough,MA,Sphere,five minutes,Metallic ball hovering in the sky in Massachusetts,9/2/05
31902,20:00,1/15/99,Contocook,NH,Unknown,20 minutes,Contoocook NH is a very small village. We were coming off the highway into Contoocook and there were 3 lights in the sky. Bigger than,9/2/05
31903,18:00,9/15/98,Seattle,WA,Other,1 second,Angled orange light array traveling at stupendous speed across I5 Highway near Boeing Field in the evening.,9/2/05
31904,22:00,9/11/98,Lombise (Belgium),,Triangle,30 min,object apeared to try to hover but seemed to have some mechanical problem.,9/2/05
31905,21:30,7/15/98,Chiricahua Mountains,AZ,Circle,10-15 Minutes,Circular object in the night sky in the mountains of South Eastern AZ.,9/2/05
31906,20:00,7/15/98,McMinnville,TN,Oval,,I was walking home one night at about 8 o'clock and something green and oval in the sky caught my attention.It was just hovering in one,9/2/05
31907,17:00,7/7/98,Denver (above),CO,Sphere,all afternoon and evening,"Strange object, stranger events that followed on seeing the object in the Mountains above Denver",9/2/05
31908,23:00,6/28/98,Central Point,OR,Light,05 SECONDS,"late June 1998 two bright ""stars"" briefly chase each other over Southern Oregon",9/2/05
31909,20:00,6/15/98,Stoddard Valley,CA,Other,60 Minutes,Hypersonic Spacecraft Test near TRW's hypersonic test range.,9/2/05
31910,21:00,6/11/98,Tampa,FL,Light,30 seconds,I saw a craft that probably was not from earth.,9/2/05
31911,02:00,5/20/98,Hill AFB,UT,Chevron,15 min,"Saw a large V shaped craft, craft made no sound what so ever.",9/2/05
31912,16:00,5/12/98,Kinston/Richlands (between; Rt. 258),NC,Cigar,few seconds,"Cigar-shaped craft, traveling over road in country, 200-300 ft. in the air. 200-300 mph, no wings, no markings, no sound. Silver.",9/2/05
31913,00:00,5/1/98,"Rural (""middle of nowhere"")",NV,Formation,5 hours,Sighting over Nevada in 1998,9/2/05
31914,23:30,4/12/98,Cleveland,TN,Triangle,2 min.,"The house is a small two story, 25 yards from the Cleveland Hardwick airport in Cleveland Tennessee. The airport beacon would shine in",9/2/05
31915,19:00,4/5/98,it was in the middle of no where,GA,Disk,10 minutes,UFO/ALIEN LANDING,9/2/05
31916,03:00,4/1/98,,,Triangle,3 minutes,"around five years ago, while on one of my many engineering rated work assignments, I spotted three very large triangular objects",9/2/05
31917,04:00,3/15/98,Oak Creek,CO,Light,2 minutes,I was driving to catch a flight at Denver International and had at least a three hour drive. I was driving down County Road 14 to Stat,9/2/05
31918,23:30,2/15/98,Blackfoot,ID,Flash,5 minutes,3 silent flashes in the cloud followed later with stone silence.,9/2/05
31919,01:00,1/15/98,Neshanic Station,NJ,Light,30sec,Bright Lights with No Visible Source or Sound or Tracks Come in Through the Window,9/2/05
31920,21:27,12/11/97,Kinaid,IL,Triangle,4-5 Seconds,Triangular flash of 7 fast moving lights-speed of sound.,9/2/05
31921,03:00,11/17/97,Wasilla,AK,Triangle,3 minutes,A huge trianglar object moving in a true north direction.,9/2/05
31922,19:00,11/15/97,Northampton (UK/England),,Unknown,5 seconds,WINTER 97/98 BRIGHT LIGHT TRAVELLING AT HIGH SPEED IN DIFFERENT DIRECTIONS TOWARDS THE EAST LASTED ABOUT 5 SECONDS.,9/2/05
31923,22:41,11/9/97,Lyons,CO,Unknown,short - in seconds,"My wife was woke out of sleep by a light shining in her face – but this time with no noise. Also, later on, a small lamp in our room ca",9/2/05
31924,02:20,11/2/97,Lyons,CO,Unknown,2 to 4 minutes,strange humming noise over house late at night,9/2/05
31925,20:45,10/19/97,Abilene,TX,Unknown,,Saw a bright light before grocery shopping and disappeared and took off.,9/2/05
31926,23:00,8/8/97,Kenai,AK,Cigar,10 minutis,BACK in 1997 I seen a Cigar shaped UFO.,9/2/05
31927,20:30,8/1/97,Bradford (UK/England),,Sphere,5 seconds,Metallic baseball sized spere seen in Bradford Yorkshire England,9/2/05
31928,13:00,7/4/97,Long Beach,CA,Egg,2 minutes,egg shape UFO sppoted 4th of Jul 1997 Stainless steal reflective in color about 13:00 hours hovering,9/2/05
31929,07:00,6/1/97,Hamilton,OH,Circle,10 minutes,3 sightings that I've seen that I want you to know of,9/2/05
31930,19:30,5/13/97,Valley Springs,CA,Teardrop,2.5,My father convinced me to report my abduction. So here it is.,9/2/05
31931,20:30,3/13/97,Chandler,AZ,Unknown,3-10mins,"i was driving north on I-10 from gila river indian community.

i got on the ramp i-10 north..at queen creek rd.around 8pm or before",9/2/05
31932,01:00,12/28/96,Rockford,IL,Triangle,20 minutes,Black Triangle about 75 feet width.,9/2/05
31933,23:00,11/11/96,York (UK/England),,Light,5 minutes,"Fast travelling, in formation, rapid change of trajectory.",9/2/05
31934,20:00,9/26/96,Breckenridge,TX,Changing,1-2 seconds,constantly changing nebulous-shaped object flying disturbingly fast at the moment of a full lunar eclipse,9/2/05
31935,22:00,8/1/96,Okinawa (Japan),,,several minutes,I had a close encounter of the third kind while in the Marines in Okinawa Japan in 96',9/2/05
31936,23:30,7/15/96,Gothenburg,NE,Circle,30 seconds,red flashing light crossing clear night sky west to east horizon to horizon at a speed 5 to 10 times faster than any jet i ever saw.,9/2/05
31937,01:30,7/10/96,IndIan Nation Turnpike,OK,Fireball,15mn,green fire in the sky around 500yd up moveing north to south arond 50 ft top to boutom no sound,9/2/05
31938,19:30,7/1/96,Camp Hanson (Okinawa) (Japan),,Triangle,3-5,I saw a V-shaped aircraft flying very fast and making avery loud noise in Okinawa Japan in 96',9/2/05
31939,23:00,4/10/96,Moundhouse,NV,Disk,Unknown,I may be the only human alive that remembers seeing the inside!,9/2/05
31940,22:00,8/1/95,Pflugerville,TX,Sphere,10 min,orange globe dims and out runs F 4,9/2/05
31941,23:30,7/26/95,Toronto (Canada),ON,Formation,45 seconds,3 lights travelling as triangle then one corner sped off at right angle followed by other two; all vanish,9/2/05
31942,22:00,7/15/95,Santa Ana,CA,Other,20 - 30 minutes,"Crafts that appeared as small as stars assumed the shape of the ""Big Dipper,"" travelled across the sky & expanding & contracting in",9/2/05
31943,22:00,6/12/95,Kelowna (Canada),BC,Triangle,3 sec,triangle 3 lights,9/2/05
31944,18:00,10/31/94,Spring Valley,CA,Light,45 minutes,red light over Tijuana Mexico viewed from Spring Valley,9/2/05
31945,13:00,10/15/94,Stone Ridge,NY,Oval,30 seconds,Sitting on bench at UCCC. Looked up to the West and saw an oval UFO. Closed my eyes because my mind could not believe what it was witne,9/2/05
31946,10/11/94,Hot Springs and Custer,SD,Triangle,,"October 11, 1994--Hot Springs/Custer--triangle alerts dogs/ MUFON investigator witnesses",9/2/05,
31947,00:00,7/15/94,Girardot (Canada),BC,Sphere,,de color verde paso sobre nosotros y se perdio entre montañas,9/2/05
31948,17:10,7/11/94,New York City (Brooklyn),NY,Disk,5--7 seconds,"I just turned around for 1/2 a second, and it was GONE!!",9/2/05
31949,02:00,2/22/94,Shackle Island community of Hendersonville,TN,Changing,40 minutes,Object viewed under magnification observed lights/crafts entering and leaving illuminated object;,9/2/05
31950,01:00,12/28/93,Topton,MS,,5 min.,seconds to us are hrs to them.the 5th alien or the mantis w/flies eyes.have others seen it ?????,9/2/05
31951,03:00,11/23/93,Essex (UK/England),,Triangle,2-3 minutes,"I was being driven home by my ex-boyfriend, around about 3am in the morning, its November 1993, I was 17 years old then. I live in the",9/2/05
31952,19:00,9/23/93,Trumbull,CT,Circle,30 seconds,The craft object that I witnessed was very strange that had translucent like energy moving through it.,9/2/05
31953,02:45,8/9/93,Beloit (east of),WI,Triangle,8-10 Minutes,2 Triangle UFOs Spotted over Wisconsin,9/2/05
31954,20:00,6/25/93,Madison Heights,MI,Cylinder,5 minutes,Illuminated cylindrical craft hovers slowly and silently over residences.....,9/2/05
31955,21:10,6/4/93,Madison Heights,MI,Cylinder,5 minutes,Most Spectacular U.F.O Sighting In History......,9/2/05
31956,19:00,11/13/92,Walla Walla,WA,Triangle,1-2 hours,6+ships,9/2/05
31957,23:30,11/10/92,Dekalb,TX,Rectangle,30 minutes,My son and I saw the first craft coming from a northerly direction across the Red River in Northern Bowie County. It came in at an inc,9/2/05
31958,21:00,10/15/92,Miami/keys,FL,Light,30 minutes,"UFO checked us out on the water at night while cruising to Miami, Oct 1992",9/2/05
31959,22:00,10/10/92,Weatherford,TX,Unknown,30 seconds,"Black or dark grey. Too big, too low, too slow, too quiet, for a normal aircraft.",9/2/05
31960,22:30,8/1/92,Keweenaw Peninsual,MI,Sphere,1 hour,I was camping in the Upper Pennisula of Michigan on it's East Coast on the Keweenaw Pennisula with my dad and a family friend when we s,9/2/05
31961,01:00,7/1/92,Willsboro,NY,Fireball,30 minutes,"It was basically a ball of pulsating light, there was no wings, no rotors, and discernable body or fuselage.",9/2/05
31962,12:00,4/16/92,Bowling Green,KY,Disk,1 hour,Strange Witness Encounter: Famous Shootdown of US Aircraft by UFO,9/2/05
31963,01:00,4/10/92,Yosemite National Park,CA,Formation,30 minutes,"A group of lights in darting flight pattern (impossible to be from earth) over Yosemite, seemed to be aware of my watching.",9/2/05
31964,10:00,4/1/92,Nampa,ID,Sphere,5 minutes,In 92' I saw a huge green orb in the middle of the road near the Nampa airport,9/2/05
31965,06:45,3/5/92,Florence,AL,Oval,Unknown,I dont know if this is a dream or not,9/2/05
31966,03:00,11/1/91,Niles,MI,Triangle,2 hours,Triangle zigzagged. Another shined light on us. Others jetted to horizon.,9/2/05
31967,19:00,10/1/91,Fort Lee,NJ,Unknown,5 minutes,A blimp shaped object with low lighting or shimmering effect outline hovering next to the G. W. Bridge over the Hudson River.,9/2/05
31968,00:00,7/10/91,Victoria (Canada),BC,Sphere,15min,Then I defiantly saw a melon sized ball of white light pass us traveling faster than I thought possible.,9/2/05
31969,20:00,6/20/91,Dover (near),DE,Triangle,3-4 hours,1991 dover delaware. triangular craft,9/2/05
31970,22:30,12/31/90,Chinook,WA,,15-25 min.,red sphere hovering the columbian river on new years eve 1990,9/2/05
31971,01:30,9/20/90,Newburgh,IN,Triangle,1 hour,lighted object with a strange motion. May have been livestock involvment.,9/2/05
31972,22:30,9/1/90,San Antonio,TX,Other,less than a minute,"7 points of light in the sky, far away, circling each other, then fading away.",9/2/05
31973,20:30,6/17/90,Kettering,OH,Other,15 minutes,Flying object shaped like a pagoda flew over neighborhood trees and homes.,9/2/05
31974,12:51,5/24/90,Kamloops (Canada),BC,Triangle,1:25,"It was witnessed by one group, then as it was pointed out a seperate group acknowledged the situation.",9/2/05
31975,00:05,4/15/90,Knoxville,TN,Other,35 seconds,"Star shaped craft flys right over my head slowly at 60 feet, on Easter 1990.",9/2/05
31976,23:00,12/31/89,Ocala,FL,Triangle,10 minutes,TRIANGULAR CRAFT MADE 90 DEGREE TURNS,9/2/05
31977,20:00,12/23/89,Hockessin,DE,Sphere,5 mins,We all know we saw the same circular glowing object that night,9/2/05
31978,02:00,8/16/89,Birmingham (UK/England),,Circle,5miniutes,a green fizzing ball the size of the moon travelling low and fast in the night sky ..,9/2/05
31979,07:00,7/9/89,Destin,FL,Fireball,20 minutes,Several red balls of light flying in formation over the gulf of mexico with no sound at high speed.,9/2/05
31980,14:30,5/12/89,Wichita Falls,TX,Oval,1-1/2 Minute,One sunny afternoon I saw a flat bottom thick gray disk slowly moving east observing this over a minute.,9/2/05
31981,22:30,11/15/88,Scaley (outside Highlands),NC,Disk,3 minutes,"I was talking with an acquaintance outside a house on a cold clear night. As we talked, my attention was distracted by an airborn vehic",9/2/05
31982,04:00,8/20/88,Porterville,CA,Unknown,one week,lost time,9/2/05
31983,23:00,11/23/87,Firebaugh,CA,Triangle,15-20 min,"In late 1987 while driving south on I-5, I witnessed a UFO for approx 15-20 min.",9/2/05
31984,01:00,11/5/87,Australia,,Disk,,crackling sound flash of very bright light zipped away very fast,9/2/05
31985,12:00,5/5/87,Zarafshan (Uzbekistan),,Sphere,hour?,Large sphere the size of an apartment building hovered over a remote desert community.,9/2/05
31986,03:00,3/5/87,Evansville,IN,Light,1 minute,I was a junior in college at the local university. It was some time in March just before midterms. I was sound alseep and suddenly aw,9/2/05
31987,20:30,5/18/86,Trimmer,CA,Changing,approx.10 mins.,"The craft floated along the hills above the homes, as tho taking a leisurely cruise against the mountainside...",9/2/05
31988,13:30,9/1/85,Pendleton,OR,Rectangle,3 minutes,rectangle falling turning and flipping end over end,9/2/05
31989,00:00,7/23/85,Mercer Island (Seattle),WA,Diamond,20 to 25 minutes,I was on my way to work on 3rd shift. I driving across Mercer Island. I noticed several were slowing or pulled off to the side of the,9/2/05
31990,22:00,7/10/85,Plant City,FL,Triangle,1 minute,Summer 1985 sighting,9/2/05
31991,20:00,4/1/85,Weston,CT,Other,45 minutes,"Dome shaped object in Weston, CT. Spring 1985",9/2/05
31992,01:00,10/15/84,Duchenne,UT,Disk,10+min,I know they exist it was on ground and it was not from here!!!!!!!!!!!!!!,9/2/05
31993,11:00,6/19/84,Wilkes-Barre,PA,Other,10 - 15 minutes,"Box shape, Large green and silent.",9/2/05
31994,23:30,8/1/82,Fremont,CA,Disk,Saucer,Clear sighting of UFO,9/2/05
31995,19:00,7/6/82,Hamilton,OH,Light,2 min,"the lights streaked across the sky , one right after the other, there were about 15 of them",9/2/05
31996,09:00,11/27/81,North Bergen,NJ,Fireball,3-5 minutes,"It was early evening, while looking West, towards Hudson County Park, a ball of fire was seen moving east...",9/2/05
31997,21:45,7/11/81,Tabernacle,NJ,Rectangle,5 MINUTES OR MORE?? MAY B,Heard humming. Went outside. 75 ft rectangle shaped object 30 ft. above my house. Hovered silently 5 mins.then headed North.,9/2/05
31998,23:30,7/10/81,Connorsville,WI,Light,10 Minutes,Object or light makes 90 degree turns in night sky,9/2/05
31999,21:30,7/1/81,Watsonville,CA,,Light,Possible abduction attempt from the unknown.,9/2/05
32000,21:45,5/25/81,Philippines,,Light,10 minutes,I was looking on the sky two lights moving slowly its look like they seeking each other.,9/2/05
32001,23:45,12/11/80,Birmingham (UK/England),,Other,5 minuites,a huge roaring sound of some kind of animal sounding much bigger than a lion ..,9/2/05
32002,20:00,10/15/80,Boonville,CA,Sphere,5 minutes,"digital rendering of sighting linked to 10/1980 ""Boonville, Ca. 10/1980: just after dark, two orange glowing spheres, 200 feet from gro",9/2/05
32003,22:00,9/20/80,Samsonville,NY,Disk,7 hours,25 foot craft hovering above my house.,9/2/05
32004,01:30,9/15/80,Royal Oak,MI,Disk,20mts,after leaving work at (15 mile and Crooks Rd)about 12:30am I travaled south on Crooks Rd for about 15 mts stopping for a red light at C,9/2/05
32005,08:00,8/1/80,San Antonio,TX,Disk,two minutes,I was coming home from the store. It was dark and I had parked along way from my apartment. As I was walking towards the apartment I,9/2/05
32006,01:00,7/1/80,Caldwell,WI,Triangle,6 Secs,Three unlit triange shapes moving slowly in formation 500ft above with little sound,9/2/05
32007,02:00,3/20/80,Not Sure,NH,Other,15 SECONDS,Multiple Object Sighting.,9/2/05
32008,20:30,2/2/80,Georgetown,DE,Triangle,20 minutes,UFO at Vo-Tech Center comes calling again,9/2/05
32009,19:30,11/11/79,Wickenburg,AZ,,1 hour +,"Hi, I reported seeing an object back in the late 70s to another site. I was struck by the similarities in the description, and the tim",9/2/05
32010,16:30,11/1/79,Meriden,CT,Light,2mins,I was 14 years old and lived at Sidehill Rd.I had just finished supper and decided to go up the street to my friends house at the top o,9/2/05
32011,00:45,10/12/79,Barnegat,NJ,Rectangle,15 min.,Iwitnessed one object moving east to west across Rt.539 4 mile north of Rt.72 near the Fire Tower. There were no cloud and the sky was,9/2/05
32012,22:00,8/25/79,North Platte,NE,Other,12 seconds,Star gazing with a friend during meteror event we watch the stars. The background of the sky was midnight blue. Nearly 10:30 pm the b,9/2/05
32013,14:00,4/20/79,New Brunswick,NJ,Disk,minutes,"object was disk-like with windows all around, huge as it hovered over the area during the clear day, traveling north on l8, observed on",9/2/05
32014,20:00,12/15/78,Sisters (near),OR,Other,possibly 4- 5 seconds,neon multi-colored jellyfish type hovering object in Oregon late 70's -first report of this incident,9/2/05
32015,18:00,11/11/78,St. Albert (Canada),AB,Unknown,10-20 minutes,In response to sighting of 08/15/78 in St. Albert,9/2/05
32016,20:00,11/1/78,Troy,NY,Light,10 seconds,"Purple lights on a low- and slow-flying, hissing object.",9/2/05
32017,23:30,10/18/78,Birmingham,AL,Oval,1 hour,Is there a 4 way stop sign in space for UFO.,9/2/05
32018,21:00,9/15/78,"Wootton Bridge, Isle of Wight (UK/England)",,Triangle,10 minutes,Squat 'arrow' shaped craft seen over Wootton on the Isle of Wight,9/2/05
32019,02:00,7/20/78,New York City (Brooklyn),NY,Triangle,2-3 min.,"Retired Police Officer:Triangle shape, with 6 glowing red lights, seperated and shot across the sky (left to right) then came together.",9/2/05
32020,21:00,7/19/78,Mojave,CA,Light,5 minutes,it came towards us then zig-zagged across the sky then took of in a different direction.,9/2/05
32021,21:00,4/15/78,Olongapo,,Sphere,20-30 min.,"Gigantic sphere covered with triangula patterns of various and continously changing colored light, totally silent propulsion sys.",9/2/05
32022,23:00,8/8/77,29 Palms,CA,Unknown,15 minutes,"I was in the Marines and stationed at Marine Corps Base 29 Palms, CA in the Summer of 1977. I and some friends were at a Drive-In movie",9/2/05
32023,03:20,7/26/77,Toronto (Canada),ON,Changing,2 minutes,I saw two objects following each other along the exact same flight path over the city. They came in from the SSE and were heading NNW.,9/2/05
32024,19:30,1/1/77,New York City (Manhattan),NY,Sphere,30-60 seconds,A small gray ball moved past my bedroom window on the 15th floor of a New York City apartment building.,9/2/05
32025,22:00,8/25/76,Jonesboro,LA,Triangle,30 min.,Triangular craft w/ flashing lights in 1976,9/2/05
32026,01:00,8/10/76,Northwood,IA,Light,15 Min,"point of light ,like on a jet, divided into 2 points with large flash and disappeared over horizon in 12 seconds",9/2/05
32027,18:00,7/25/76,Casper,WY,Circle,1 hour,"UFO Sighting in Casper, Wy. in summer of 1976",9/2/05
32028,17:00,4/18/76,Marianna,FL,Oval,aprox 5 sec,the object was oval shaped and at the tipical attitude of small planes no distinguishing features no sounds,9/2/05
32029,11:55,2/14/76,Flint,MI,Rectangle,20 Seconds,Spinning White 2'x 4' - No Lights?,9/2/05
32030,21:00,11/13/75,Falls Church,VA,Circle,5 min,"circular,bright multicolored lights rotating around middle of object",9/2/05
32031,09:30,7/15/75,Mason,MI,Teardrop,2-4 minutes,"I saw a bright silver, top shaped craft, which was stationary, and it affected my radio, and then reaslly moved fast.",9/2/05
32032,13:00,6/1/75,Cold Spring,NY,Oval,15 minutes,"bluish-grey oval - very fast , over Hudson River - watched for a long time",9/2/05
32033,00:10,6/1/75,Douglas,AZ,Circle,30 minutes,"F4 Fighter-Intercepters scrambled to intercept object at over 90,000 foot altitude",9/2/05
32034,22:00,9/3/74,Murfreesboro,TN,Disk,5 minutes,The dish shaped object with 3 portholes visible followed us for approximately 5 miles and then vanished.,9/2/05
32035,22:00,8/29/74,Rochester Hills,MI,Disk,5 minutes,UFO MICHIGAN,9/2/05
32036,18:30,7/20/74,Salem,MA,Cigar,5 minutes,"This story is very familar with an experance me and about 8 of my friends saw about 30 years ago on Boston Street Salem Mass.

We sti",9/2/05
32037,12:00,6/15/74,Shady Point,OK,Disk,1-5 minutes,"it was silent, erratic, low altitude, no lights, daytime, very fast, hovered",9/2/05
32038,19:00,6/1/74,Boulder Creek,CA,Other,20 minutes,"Extremely huge, very slow moving object seen in the sky by 7 witnesses.",9/2/05
32039,21:00,5/15/74,Passaic,NJ,Cigar,30 minutes,We thought it was we were looking at a sky full of stars...until they all started to move....,9/2/05
32040,22:00,3/15/74,Cotton County,OK,Rectangle,3-4 minutes,"a rectangular object, with an orange glow, was moving slowly over a wheat field.

A friend and I were sitting in a car, approximately",9/2/05
32041,20:00,2/15/74,Orange,CA,Flash,2 minutes,"Car radio goes dead, bright light.",9/2/05
32042,01:00,10/1/73,Montezuma,IN,Sphere,15 minutes,"We saw a large glowing sphere that looked like the moon, but was obviously not since it was very close to us and could manuver.",9/2/05
32043,21:00,7/15/73,Cleveland,OH,Oval,3 to 5 mins,Grey oval object with white lights rotating underneath. Object made no sound as it hoovered. Moved quickly,9/2/05
32044,18:00,7/15/73,Columbus?,OH,Other,15 MINUTES?,"I was four years old, my brother was one year old. we were in our room when he saw it first. he said its mine, at least thats what it",9/2/05
32045,17:30,7/7/73,Portland,OR,Fireball,2 minutes,"My cousin and I were laying on our backs on a hill in front of my home - at about a 30 degree angle. Looking up at the night sky, talk",9/2/05
32046,02:00,3/12/73,Plain,WA,Other,3 hrs,"Flying cubes land, emit small shiny silvery spheres, and large 3-toed 'birdlike' footprints appear in snow.",9/2/05
32047,22:30,12/16/72,Gravesend (UK/England),,Triangle,15-20 seconds,the three lights moved horizontal 1/4- 1/2 mile then shot up at great speed at 45 % stiil horizontal,9/2/05
32048,16:00,6/20/72,Arlington Heights,IL,Disk,3 minutes,I was stopped at a stop sign. A Nike Site was on my left. A saucer the size of a small car hovered over the hood of my car and then b,9/2/05
32049,23:30,6/1/72,Wigan (UK/England),,Circle,5sec,White small round object travelled across the sky north to south in seconds.Made no sound.,9/2/05
32050,07:30,9/30/71,St. Marys,PA,Cigar,3 -5 minutes,"Cigar shaped object in the sky, hovering, not moving at all.",9/2/05
32051,21:00,7/17/71,Wauwatosa,WI,Disk,10 mins,It just hovered and we heard a humming noise,9/2/05
32052,19:00,2/1/71,Gorham,NH,Light,5 minutes,Bright lite seen moving eraticaly over mountains with no noise.,9/2/05
32053,20:00,12/5/70,Albuquerque,NM,Other,a few min,1970 Sighting over Kirtland Airforce base in New Mexico.,9/2/05
32054,21:30,8/22/70,Sebastian,FL,Unknown,5 minutes,Blue cone shaped light appears from sky and flashes downward as it pursues a family in vehicle.,9/2/05
32055,20:00,4/15/70,"St. Albert, and Wabasca (Canada)",AB,Unknown,30secs-20min,Many sightings over the years.,9/2/05
32056,03:00,4/15/70,Interstate 40,AZ,Light,5 minutes,"circular light followed my car..appeared within seconds beside my car (passenger side), then re-appeared in rearview mirror.",9/2/05
32057,05:00,2/20/70,Ft. Dix,NJ,Circle,1 minute,"There was a round (green)object in the sky about 3 times the size of a moon, then the next second the object covered the sky from horiz",9/2/05
32058,21:35,8/15/68,Greensboro,NC,Disk,2 minutes,We were close enough to see windows,9/2/05
32059,21:00,8/9/68,Eugene,OR,Cigar,3 to 5 min.,"A cigar shaped large object, that blended colors from red to white. Stayed about 3 min.",9/2/05
32060,20:00,6/15/68,Pittsburgh,PA,Light,30 minutes,"Bright object observed hovering over a radar site by pilots, Air Force officers and tower personnel.",9/2/05
32061,5/15/68,Sidi Yahia (Morocco),,Disk,,Follow-up on previous submission,9/2/05,
32062,21:00,5/12/68,Omaha,NE,Disk,15-20 minutes,"Disk-shaped UFO with dome under perfectly clear conditions at less than 100 feet altitude, motionless.",9/2/05
32063,02:00,4/15/68,Overton,NE,Oval,3 min,blue object near offramp on I 80...electro-effects to car,9/2/05
