,0,1,2,3,4,5,6,7
202,08:45,4/22/11,Fredericksburg,VA,Unknown,2min,"way to big to be a chopper ,about 1000 yds away,twice as high as the trees,we all saw it",5/2/11
203,00:00,4/22/11,Hollister,CA,Rectangle,15-25 seconds,"Square craft, 4 orange lights with 1 flashing light in center. ((NUFORC Note: Report from former Air Traffic Controller. PD))",5/2/11
204,22:29,4/21/11,Fort Mill,SC,Light,7 seconds,I saw a red light with a little white flying across the sky which made no sound like a plane or helicopter. It was going at a fast spee,5/2/11
205,22:00,4/21/11,Effort,PA,Triangle,3 MINUTES,Triangular craft over Poconos...,5/2/11
206,21:00,4/21/11,Ardenvoir,WA,Other,1 minute,ardenvoir ((NUFORC Note: Possible sighting of an Iridium satellite. PD)),5/2/11
207,21:00,4/21/11,Warsaw (Poland),,Sphere,3 minutes,"One red and two white objects flying and hoovering, then disappeared instantly (not sure about the nature of those objects)",5/2/11
208,16:00,4/21/11,Lenexa,KS,Other,4 min,we saw a large flat light sheet in the shape of what looked like texas it didnt make a sound and we didnt see any creatures,5/2/11
209,10:00,4/21/11,Fort Bragg,CA,Fireball,2 Minutes,"A red dot a little bigger than a star appeared in the southern sky moved in a strange way, then changed directions a few times. after o",5/2/11
210,00:00,4/21/11,Morton,MN,Rectangle,10 seconds,"Large unexplainable rectangular, clear-shaped ""form"" seen in night sky",5/2/11
211,23:15,4/20/11,Chilliwack (Canada),BC,Disk,more than ten minutes,"6 UFO's hovering erratically over stars in Chilliwack, BC.",5/2/11
212,20:00,4/20/11,Mexico (unknown),VA,Unknown,1 minute,Boomerang shaped UFO noticed in viral youtube video clip. ((NUFORC Note: Possible bird in hovering flight?? PD)),5/2/11
213,19:02,4/20/11,Corona,CA,Triangle,10 min.,"Black triangle seen over Corona,, Ca. changing colors to pink and orange heading eastbound. 7pm day",5/2/11
214,09:00,4/20/11,Point Mugu,CA,,,Sky blinking like I have never seen it ever before approx. 30 mile radius,5/2/11
215,08:56,4/20/11,Lenexa,KS,Light,6 seconds,bright green light over lenexa kansas,5/2/11
216,03:00,4/20/11,St. Louis,MO,Changing,20 minutes,"((HOAX)) I was standing on my porch, smoking a doobie, when, all of a sudden, I saw 3 weird shapes in the sky. My",5/2/11
217,02:17,4/20/11,Klamath Falls,OR,Circle,less than a second,It was very real.,5/2/11
218,00:15,4/20/11,Mesa,AZ,Egg,:20,Bluish white egg shaprd light falling from sky,5/2/11
219,22:45,4/19/11,Hood River,OR,Cigar,10 minutes,Two UFO's sighted in Hood River Oregon,5/2/11
220,22:30,4/19/11,Wilmington,NC,Triangle,30 seconds,Triangular gold foil rolling across the sky,5/2/11
221,22:00,4/19/11,Clermont (near),FL,Fireball,6 sec,very bright ball of fire falling from sky,5/2/11
222,11:00,4/19/11,Leeds (UK/England),,Cylinder,5 seconds,rocket body ufo seen over leeds,5/2/11
223,08:30,4/19/11,Dhaka (Bangladesh),,Triangle,2-3 mins,"I'm writing to you from Dhaka,Bangladesh because of an interesting encounter that my family and I had on the 19th April around 8:30 PM",5/2/11
224,05:50,4/19/11,Singapore,,Other,A few seconds,Blinking light made a zig-zag motion in a split second while flashing a very bright light and went straight up.,5/2/11
225,03:00,4/19/11,Sea Cliff,NY,Light,30 secs,Sleeping when the bright light woke us up.,5/2/11
226,01:15,4/19/11,Westfir,OR,Light,2.5 hours,3 lights above rural Oregon. Family witnesses 3 lighted crafts north of their home. 2 of the crafts flew east at extreme speed.,5/2/11
227,23:00,4/18/11,Fort Worth/Ben Brook,TX,Oval,5-10 seconds,"2 low flying crafts 400 yards high, no sounds of engines.",5/2/11
228,22:05,4/18/11,New York City (Queens),NY,Triangle,7 seconds,Triangular craft hovering over Southeastern Queens,5/2/11
229,22:00,4/18/11,Bellingham,WA,Unknown,30 seconds,"Huge, low flying craft, nearly hits car apparently attempting to land on county road, 5 huge lights",5/2/11
230,21:20,4/18/11,Yakima,WA,Oval,1 hour,"multi-color objects in the sky, one soared above our heads.",5/2/11
231,21:00,4/18/11,Virginia Beach,VA,Diamond,7 minutes,"fast and low flying triangular object with red lights over Va Beach, Va area",5/2/11
232,20:15,4/18/11,Everett,WA,Light,5 minutes,seen two lights off in the distance they were very bright i thought nothing about it but i drove around the corner and looked in the d,5/2/11
233,19:30,4/18/11,Limassol (Cyprus),,Fireball,5',"reddish ball in the sky north of Limassol, Cyprus",5/2/11
234,00:15,4/18/11,Murfreesboro,TN,Light,45 minutes,3 bright objects in the sky and one of them darted quickly upward for 45 minutes as if it were climbing higher and higher in the sky,5/2/11
235,23:30,4/17/11,Westminster,MD,Circle,3 Minutes,"Orange Lighted Object Spotted In Westminster, MD.",5/2/11
236,21:50,4/17/11,Kutztown,PA,Circle,2 minutes,bright light over park that was steady then disappeared,5/2/11
237,21:48,4/17/11,Lutz,FL,Flash,12 min,"Credible Sighting of multiple crafts with flashing lights,moving fast with picture and video.",5/2/11
238,21:00,4/17/11,Arvada,CO,Formation,15 mins,"Looking west over the Rockies from my Arvada back yard, i saw 3 white lights flickering in a row. It occurred to me that from my angle",5/2/11
239,21:00,4/17/11,Hendersonville,NC,Light,2 min,large super bright object traviling low and slow,5/2/11
240,20:58,4/17/11,Armona,CA,Unknown,3 mins,White light over Armona CA,5/2/11
241,19:00,4/17/11,Benson,AZ,Light,7minutes,Light object,5/2/11
242,17:40,4/17/11,Miami,FL,Sphere,10 to 15 minutes,"Appx 20 or more twinkling star like objects traveling north eastward over Miami on April 17, 2011.",5/2/11
243,01:45,4/17/11,Santa Clara,CA,Circle,2.0,Each circular light/object moved slowly - just below cloud ceiling going from the north sky (measured 298-300 degrees NW- on my i phon,5/2/11
244,23:55,4/16/11,San Tan Valley,AZ,Sphere,5 min,"quiet jet and red orb flying low over San Tan Valley, Az at midnight. The orb wasn't attached to anything.",5/2/11
245,23:45,4/16/11,St. Augustine Beach,FL,Formation,5 seconds,Triangle light formation seen shooting across sky over beach,5/2/11
246,22:00,4/16/11,Reno,NV,Circle,4 sec,green circular object traveling over reno extremely fast.,5/2/11
247,21:15,4/16/11,Corpus Christi,TX,Circle,45 seconds,Straight line high speed that seemed to vary,5/2/11
248,20:00,4/16/11,Rancho Cucamonga,CA,Triangle,1 1/2 minutes,"It moved at first then ..did not move ,changed colors & disappeared",5/2/11
249,19:37,4/16/11,Running Springs,CA,Light,10 sec.,"A UFO spotted through a spotting scope, changing its directions near the moon.",5/2/11
250,13:30,4/16/11,Miami,FL,Other,About 4 Seconds,"Stationary, black, slanted V Shape, No Lights.",5/2/11
251,13:30,4/16/11,Miami,FL,Other,4 seconds,"Black, No lights, slanted V shaped",5/2/11
252,00:00,4/16/11,Boulder,CO,Light,15 minutes,3 lights moved past a streak that was left by an airplane but the lights were very very far away.,5/2/11
253,23:50,4/15/11,New York City,NY,Circle,15 min,"Light was traveling and huvering fast , slow, steady. fast one direction, stopping for about 5 secs, then speeding in another direction",5/2/11
254,21:45,4/15/11,San Diego,CA,Formation,Formation in sky,"The formataion in the sky, color of lights the design the were making and the orange buest when they disappeated.",5/2/11
255,20:00,4/15/11,Belfast,ME,Fireball,10 minutes,bright orange ball of fire in the sky,5/2/11
256,19:30,4/15/11,Vandergrift,PA,Disk,30 sec.,"Definate ufo sighting in vandergrift, pa",5/2/11
257,18:30,4/15/11,Chico,CA,Oval,Na,"On April 15th, 2011, I was taking pictures of the sunset just right outside the city of Chico in California around the time of 18:30 I",5/2/11
258,14:57,4/15/11,San Jose,CA,Changing,4 min,1 orb and two orbs that changed shape into moonlike objects. ((NUFORC Note: We believe the objects are clusters of balloons. PD)),5/2/11
259,23:37,4/14/11,Clayton,NJ,Light,5 seconds,soft pale peach light ascended slowly controlled from 68 degrees near ursa major and SHOT OFF vanished out of sight like shooting star!,5/2/11
260,23:00,4/14/11,Port Angeles,WA,Sphere,5-10 min.,Port Angeles,5/2/11
261,22:15,4/14/11,Leven (UK/England),,Unknown,45 seconds,"Two white lights, chasing one another.",5/2/11
262,21:39,4/14/11,Federal Way/Redondo,WA,Triangle,2 minutes,white lights that resemble the arizona sightings.,5/2/11
263,21:30,4/14/11,Desert Hot Springs,CA,Fireball,30 seconds,UFO sighting over Desert Hot Springs with orange fan shaped trail headed East,5/2/11
264,21:30,4/14/11,San Diego,CA,Chevron,1 minute,Red Chevron shaped light floating South with long light trails behind it,5/2/11
265,21:30,4/14/11,Rosamond,CA,Cylinder,3 minutes,"Bright orange object over Rosamond, CA. ((NUFORC Note: Missile launch from Vandenberg AFB at 21:24 hrs. (Pacific). PD))",5/2/11
266,21:26,4/14/11,Santa Barbara,CA,Changing,4 minutes,Large orange light moves over Santa Barbara then moves toward the channel islands. ((NUFORC Note: Missile launch. PD)),5/2/11
267,21:25,4/14/11,Visalia,CA,Unknown,7 minutes,Orange orb witnessed in the Central Valley night sky! ((NUFORC Note: Missile launch from Vandenberg AFB. PD)),5/2/11
268,21:25,4/14/11,Valley acres,CA,Fireball,4-5 minutes,on 4/14/2011 at approximately 2125 pm me and a co worker were driving SW on highway 119 ((NUFORC Note: Missile launch. PD)),5/2/11
269,21:25,4/14/11,Valley Acres,CA,Fireball,4-5 minutes,Bright Egg shaped low flying Fireball over Elk Hills Petroleum Reserve in California. ((NUFORC Note: Missile launch. PD)),5/2/11
270,21:20,4/14/11,Solana Beach,CA,Chevron,20 sec.,"was bright red; and look about the size of the head of a pen, with a cone shaped contral ((NUFORC Note: Missile launch. PD))",5/2/11
271,21:15,4/14/11,Whitby (Canada),ON,Light,10 seconds,three fast moveing lights,5/2/11
272,21:00,4/14/11,Bethalto,IL,Triangle,minutes,Triangle-shaped flying object that had strobe-like lights and could maneuver abruptly.,5/2/11
273,21:00,4/14/11,Banning,CA,Fireball,20-30 seconds,Meteor-like object seen to accelerate and ascend. ((NUFORC Note: Missile launch from Vandenberg AFB. PD)),5/2/11
274,21:00,4/14/11,La Puente,CA,Light,2 minutes,"glowing red light seen over La Puente, CA. ((NUFORC Note: Missile launch from Vandenberg AFB. PD))",5/2/11
275,21:00,4/14/11,Egg Harbor Township,NJ,Triangle,1:00,"Large triangle with lights, making a low humming noise floated very slowly about 150 feet above the ground.",5/2/11
276,20:00,4/14/11,Richmond,VA,Disk,1 minute,UFO Found in Moon Pictures,5/2/11
277,08:45,4/14/11,Carrollton,OH,Oval,2 minutes,metalic oval craft over rural eastern ohio,5/2/11
278,04:50,4/14/11,Lake Havasu City,AZ,Sphere,1-2 minutes,Pre-dawn sighting of 3 blue orbs followed by a 4th,5/2/11
279,03:08,4/14/11,Falls Church,VA,Light,<15 seconds,Object chased by military jets,5/2/11
280,22:30,4/13/11,Fort Payne,AL,Oval,20 minutes,"Flashing white, blue ,red and green lights over Fort Payne AL. ((NUFORC Note: Possible sighting of Sirius?? PD))",5/2/11
281,21:40,4/13/11,Augusta,GA,,5 seconds,Bright orange lights in triangular formation.,5/2/11
282,21:00,4/13/11,Flowery Branch,GA,Oval,60,Light darting around in sky.,5/2/11
283,20:45,4/13/11,Kure Beach,NC,Light,15 minutes,"2 redish orange lights over the horizon over the ocean. they kept pretty level, looked like one liht, then two, moving side to side",5/2/11
284,19:15,4/13/11,Detroit,MI,Rectangle,About 25 minutes,Rectangular object hovering over downtown Detroit-Windsor area during daylight hours.,5/2/11
285,18:30,4/13/11,Albany,GA,Sphere,10-25 seconds,Anyone else see this?,5/2/11
286,14:53,4/13/11,LaPorte,IN,Cigar,1 min,2 objects seen outside the LaPorte County Public Library with pictures,5/2/11
287,10:30,4/13/11,Akron,OH,Oval,30 mins,((HOAX??)) i was outside of my house when i seen a oval of light circleing the sky.,5/2/11
288,03:15,4/13/11,Smryna,TN,Disk,10 minutes,Two Ufo's seen leaving the parking lot and then one hoovering over houses.,5/2/11
289,23:00,4/12/11,Brazil,IN,Sphere,hour,"Three objects. One looked very bluish colored, but changinging in color too. I was driving along the road and seen it pass by a star, s",5/2/11
290,22:00,4/12/11,Rosamond,CA,Triangle,A couple minutes,UFO spotted in Southern California's High Desert,5/2/11
291,22:00,4/12/11,Brazil,IN,Unknown,Approx 4 hours,"Objects sighted over Brazil, Indiana. ((NUFORC Note: Possible sightings of satellites, we wonder. PD))",5/2/11
292,21:55,4/12/11,Minot,ND,Light,2 seconds,Light traveled half way across the night sky in less than 2 seconds and then vanished with no sound at all.,5/2/11
293,20:30,4/12/11,Ruther Glen,VA,Light,10 minutes,"As I sat in my truck, I noticed a light in the sky moving from side to side changing from red to bright white moving very fast.",5/2/11
294,18:00,4/12/11,Royce City,TX,Disk,unsure,Did not notice until picture downloaded Will send pic when contacted by email,5/2/11
295,14:30,4/12/11,Montgomery/Oswego,IL,Cylinder,4 Sec,Huge object hovers then disappears?,5/2/11
296,12:30,4/12/11,Carrollton,TX,Sphere,several days,Ufo seen around a gigantic trail of cloud phenomenon,5/2/11
297,03:00,4/12/11,Louisville,KY,Sphere,10 seconds,leaving work at the city's airport when i observed a bright white sphere traveling at high rate of speed moving north to south at appro,5/2/11
298,23:00,4/11/11,Rockford,IL,Light,1 hr,White Diskus And Strobing light,5/2/11
299,22:50,4/11/11,Kennewick,WA,Light,10 seconds,"On the night of April 11, 2011, at 10:30 pm I observed what I believe to be a UFO over the Columbia River. I just happened to be looki",5/2/11
300,22:30,4/11/11,Wenatchee,WA,Circle,15 seconds,Bright round light slowly moving then disappeared.,5/2/11
301,22:00,4/11/11,Ellensburg,WA,Light,4 minutes,Three bright lights northeast of Ellensburg WA,5/2/11
302,22:00,4/11/11,Corvallis,OR,Light,Seconds,Round yellow-orange flickering light descended from the sky to the stadium.,5/2/11
303,21:00,4/11/11,Lake Forest,IL,Triangle,5 Minutes,"3 Triangular UFOs Sighted in Lake Forest, IL",5/2/11
304,12:55,4/11/11,Manassas,VA,Sphere,3 seconds,Looked up above the trees in the distance and saw a golden sphere for about three seconds then it just disappeared.,5/2/11
305,05:30,4/11/11,Salina,KS,Light,2-3 minutes,Glowing sphere moving much faster than any aircraft I've seen near that altitude.,5/2/11
306,01:08,4/11/11,Los Angeles,CA,Changing,3 seconds,I dont think i can cope with reality anymore...,5/2/11
307,23:00,4/10/11,Stockton,CA,Light,15 min.,unexplainable.,5/2/11
308,22:00,4/10/11,Norcross,GA,Fireball,10 minutes,"triangle of lights and ""fireballs"" seen heading down Peachtree Industrial Boulevard",5/2/11
309,05:30,4/10/11,Freeport,TX,Rectangle,2 Hours apprx,"Rectangular, spinning, multi-colored UFO after seeing two shooting stars leaving green trail",5/2/11
310,23:55,4/9/11,Farmington,NM,Triangle,10-15 minutes,"the craft had and forward object protuding out of the fornt may or may not hand something onw the fornt of the shaft, then it what loo",5/2/11
311,23:30,4/9/11,Sparland,IL,Circle,Few minutes,"A bright green circular object was seen flying in the sky in Sparland, IL",5/2/11
312,23:00,4/9/11,Canton,IL,Unknown,10sec,2 green lights traveling subsonic with no sound,5/2/11
313,23:00,4/9/11,East Peoria,IL,Cigar,10 seconds,"Neon green cigar shaped object traveling at high speed,through low level clouds.",5/2/11
314,23:00,4/9/11,Saunemin,IL,Circle,5 seconds,Object lit up the sky and shifted directions before zooming over my head and into oblivion.,5/2/11
315,22:28,4/9/11,Burlington (Canada),ON,Formation,3 minutes,"Formation of lights moving across the night sky, burlington, ont,can.",5/2/11
316,22:15,4/9/11,College Place,WA,Unknown,3 minutes,"Orange ufo flying over College Place, WA",5/2/11
317,22:05,4/9/11,Asbury Park,NJ,Triangle,45min,My wife and I were watching TV at approximately 10:05pm when my wife looked out our bedroom window and noticed a strange object in the,5/2/11
318,21:30,4/9/11,Hampton,VA,Circle,ten min,bright circle light movin in sky.,5/2/11
319,20:30,4/9/11,Grand Island,NY,Light,about 30 seconds,Spotted a stationary pinkish light then it disappeared,5/2/11
320,19:30,4/9/11,Durban (South Africa),,Light,2-3 min,bright star like fast moving object making no sound flying past two nights in a row,5/2/11
321,18:45,4/9/11,Orlando,FL,Formation,10 minutes,"multiple lights, multiple colors, changing formation Orlando",5/2/11
322,15:30,4/9/11,London (UK/England),,Sphere,3 seconds,4 spheres floating in formation spotted from American Airlines flight 155 from London to Boston.,5/2/11
323,12:00,4/9/11,Brantford (Canada),ON,Sphere,4 Minutes,"Brantford Metallic orbs dancing at 500 ft., then pursued by black helicopter",5/2/11
324,05:30,4/9/11,Travelers Rest,SC,Sphere,5-7 minutes,"High altitude star like cluster of very high speed spherical light objects, changing light intensity",5/2/11
325,05:00,4/9/11,Coeur d'Alene,ID,Other,30 sec,object stood stationary but moved great distances in seconds and stood stationary again,5/2/11
326,01:30,4/9/11,Buffalo,NY,Circle,15 seconds,"Green Orbs, Western NY, 1-2AM 4/9/11",5/2/11
327,01:00,4/9/11,Fortuna,CA,Light,4 days,5 different lights and sizes floating in our sky,5/2/11
328,00:15,4/9/11,Annapolis,MD,Circle,10 minutes,"Stationary light over Annapolis, MD",5/2/11
329,23:00,4/8/11,Woodland,WA,Triangle,1 Minute,"Three lights over Woodland, WA.",5/2/11
330,23:00,4/8/11,Irmo,SC,Triangle,,((HOAX??)) ufo,5/2/11
331,21:00,4/8/11,Huntington Beach,CA,Circle,15 Minutes,Object was hovering in the sky in my neighborhood where I live in Huntington Beach California on Warner Ave. It kept changing colors i,5/2/11
332,20:30,4/8/11,Unionville,TN,Circle,30 min,Star exhibits unusally fast and erratic movements in the eastern sky.,5/2/11
333,17:25,4/8/11,Düsseldorf (Germany),,Sphere,30 seconds,gleaming metallic sphere,5/2/11
334,12:40,4/8/11,Spokane,WA,Circle,3 minutes,"Circular, silver object flying with jet east over Spokane, April 11, 2011",5/2/11
335,04:30,4/8/11,Hollywood,FL,Triangle,still goin on,"UFO in Hollywood, Fl",5/2/11
336,03:57,4/8/11,Easton,MA,Light,4-6sec.,"bright , very fast moving/stopping white lights in upper night sky",5/2/11
337,03:00,4/8/11,Corning,CA,Other,4 sec,Unitentified object reported in northern California.,5/2/11
338,01:00,4/8/11,Auburn,NY,Triangle,10 minutes,Low flying-------triangle---- with at least 3 very bright white lights----------- Makes NO noise.--- Comes out on clear nights---,5/2/11
339,4/8/11,Garden Grove,CA,Sphere,5 hours,((HOAX??)) I am well versed in the field of astro physics this is amazing film.,5/2/11,
340,23:05,4/7/11,Munford,TN,Unknown,1 minute,Large hoovering craft that disappeared,5/2/11
341,23:00,4/7/11,Barrie (Canada),ON,Other,00:2 MINS,FROM WHAT I COULD SEE IT FLEW THROUGH ABOUT 20 OR 30 MILES OF SKY IN LESS THAN 6 OR 7 SECONDS,5/2/11
